Animal_ID,Species,Age,Gender,Weight_kg,BMI,Medical_Condition,Daily_Caloric_Intake,Protein_Intake,Fat_Intake,Carbohydrate_Intake,Water_Intake,Activity_Level,Metabolic_Rate,Heart_Rate,Respiratory_Rate,Feeding_Frequency
13768,Dog,10,Male,20.06,68.26,Hip Dysplasia,2104.9,114.1,159.4,238.5,1.41,Sedentary,1207.1,158,18,4
13769,Rabbit,14,Male,7.08,24.79,Myxomatosis,457.6,,136.4,195.5,2.26,Active,1046,119,13,1
13770,Cow,10,Female,,115.35,Ketosis,1232.3,61.6,126.3,291.3,4.7,Active,1219,136,12,3
13771,Sheep,17,Male,86.88,263.23,Scrapie,2183,56.6,55.3,40.3,,Active,591.6,,14,2
13772,Sheep,18,Female,,189.13,Parasites,737.4,57.8,126.5,,1.53,Active,751.5,137,22,4
13773,Sheep,7,Female,44.31,144.42,Caseous Lymphadenitis,306.3,85.6,,90.4,4.95,Moderate,1676.5,117,,2
13774,Rabbit,11,Female,9.64,48.81,RHD,,12.2,,126,1.82,Sedentary,695.8,,,2
13775,Cow,19,Male,711.7,220.84,BRD,634.4,36.4,,278.7,,Active,649.9,116,14,3
13776,Cow,8,Female,350.96,111.7,Mastitis,1444.3,32.7,,138.3,4.57,Moderate,467.9,104,25,2
13777,Sheep,1,Male,82.54,174.22,Scrapie,2253.6,45.9,,90.9,1.56,Sedentary,1158.4,74,20,1
13778,Rabbit,2,Male,17.36,166.19,Encephalitozoon,1830.6,,21.8,43.5,3.79,Moderate,1491.8,91,14,1
13779,Cat,7,Male,11.89,43.54,Dental Disease,,15.9,,161.8,4.85,Moderate,1522.4,129,18,4
13780,Horse,14,Female,393.57,169.21,EHV,767.2,50.4,,,1.23,Moderate,1181.7,154,15,4
13781,Cat,8,Female,9.98,38.79,Dental Disease,1079.7,,64.3,,,Active,1408,120,28,1
13782,Rabbit,2,Male,,42.95,Pasteurellosis,1406,125.9,103.5,171.5,0.95,Moderate,1679.9,,13,3
13783,Horse,16,Female,674,251.39,EMS,1045.6,94.7,123.6,186.1,2.15,Sedentary,794.9,149,28,2
13784,Cat,14,Male,20.2,93.99,FLUTD,1930.3,45.4,71.7,177.4,2.26,Moderate,1088.7,135,23,4
13785,Dog,20,Female,33.83,106.13,Hip Dysplasia,2431.8,102,35.2,150.1,3.44,Active,457.7,100,23,3
13786,Cow,5,Female,495.24,160.97,Mastitis,1969,123,60,265.3,1.66,Active,,86,28,1
13787,Cat,17,Female,18.56,86.43,Chronic Kidney Disease,2362.4,56.8,33,149,,Active,443.9,77,21,4
13788,Rabbit,11,Male,,45.82,Myxomatosis,2450.8,17.6,,295.1,,Active,1024.5,138,19,2
13789,Cow,13,Male,528.06,250.12,Mastitis,939.1,148.4,,134.2,0.83,Active,,69,17,4
13790,Sheep,1,Female,112.47,434.11,Pregnancy Toxemia,1617.1,61,35.9,,1.55,Active,499.8,,19,3
13791,Dog,17,Female,30.38,80.48,Pancreatitis,1962.7,,99.3,77,3.15,Moderate,1695.5,124,11,3
13792,Cat,4,Female,37.19,127.4,FeLV,1623.7,37.6,116.6,200.5,2.13,Active,1266.8,149,25,1
13793,Cow,4,Female,,180.18,Ketosis,1576.3,129.8,,23.6,1.44,Sedentary,326.4,78,29,4
13794,Horse,4,Female,430.96,141.11,Strangles,1047.1,140.2,40.4,269.7,4.98,Sedentary,337.9,158,23,4
13795,Horse,12,Female,745.39,244.48,EHV,1419.3,95,169.7,34.2,1.63,Active,1323.8,79,21,2
13796,Rabbit,8,Male,21.27,78.57,Myxomatosis,983.7,124.9,65,162.5,3.1,Moderate,368.6,121,22,4
13797,Dog,9,Male,26.56,58.24,Lyme Disease,719.3,133.3,86.2,67.5,0.71,Moderate,873.5,154,18,1
13798,Horse,8,Female,735.44,331.22,EHV,1074.2,126.9,,201,,Active,1394.2,96,14,1
13799,Horse,18,Female,632.21,271.99,EHV,1118.6,141.2,91.9,70.9,3.87,Moderate,,123,,2
13800,Horse,15,Female,532.75,175.48,Colic,531.9,46.2,79,286.4,3.41,Sedentary,,112,12,1
13801,Horse,6,Male,473.87,,EHV,,26.7,69.6,116,4.88,Sedentary,1347.5,139,16,1
13802,Sheep,4,Male,92.53,234.92,Parasites,1665,132.6,,157.8,3.83,Sedentary,698.7,84,23,2
13803,Cat,11,Female,11.07,29.37,FIV,439.4,147.6,,43.3,3.39,Moderate,,134,21,1
13804,Dog,3,Male,26.17,71.9,Allergies,1421.6,32.6,,289,1.51,Moderate,1076.3,105,27,1
13805,Cat,12,Female,27.32,69.34,Dental Disease,402.1,108.7,44,,2.85,Active,366.4,85,11,1
13806,Cat,10,Female,17.78,159.48,Upper Respiratory Infections,2169.1,86.4,115.9,62.5,,Moderate,719.3,136,14,1
13807,Rabbit,16,Male,27.44,175.16,Pasteurellosis,,43,146.7,51.8,,Active,,69,11,1
13808,Dog,3,Male,,79.45,Pancreatitis,759.2,109.8,,127.2,0.56,Moderate,743.3,,10,1
13809,Cat,2,Male,12.84,52,Upper Respiratory Infections,1068.1,,188.7,,1.54,Active,,101,26,1
13810,Cat,6,Female,12.01,57.41,Upper Respiratory Infections,1699.3,68.3,115.5,190.2,1.7,Moderate,1290.7,104,13,2
13811,Rabbit,5,Female,36.83,137.47,Pasteurellosis,1298.6,12.3,28.7,202,,Moderate,1201.3,93,25,1
13812,Horse,13,Female,393.49,172.37,Colic,,126.2,193.8,49.9,3.9,Sedentary,476.3,127,16,1
13813,Cat,13,Male,21.67,59.74,Dental Disease,1570.7,41.2,,23,,Moderate,1679.2,,29,1
13814,Dog,17,Male,17.93,50.29,Heartworm,,107,,228.7,1.31,Moderate,1081.8,,,1
13815,Cat,11,Female,,98.04,FeLV,,149.7,,180.5,2.03,Active,1343.6,105,20,1
13816,Sheep,15,Female,113.45,261.71,Caseous Lymphadenitis,,140.3,65.6,153.9,4.84,Sedentary,1757.1,112,17,2
13817,Rabbit,10,Female,27.74,71.98,RHD,579.2,77.8,195.1,267.8,1.9,Active,1031.1,81,24,4
13818,Cat,9,Female,27.88,209.84,Hyperthyroidism,1249.5,21.8,158.5,95.1,0.7,Moderate,,153,,3
13819,Rabbit,11,Male,,125.79,GI Stasis,638.3,135,,185,3.54,Sedentary,743,139,15,2
13820,Rabbit,3,Female,37.44,112.65,GI Stasis,514.1,11.7,,108.1,3.8,Active,1201,113,29,4
13821,Cow,1,Male,613.04,217.18,Bloat,1912.4,54.1,180.2,141.3,,Active,,119,25,4
13822,Cat,5,Male,22.61,160.1,Upper Respiratory Infections,557.1,,121.4,52.1,1.96,Sedentary,,83,14,2
13823,Cow,4,Male,656.84,218.81,BRD,1996,120.4,28.3,225.8,1.14,Sedentary,,143,,1
13824,Cow,13,Male,422.47,,Johnes,1401.5,,,,1.77,Sedentary,1004.9,136,28,4
13825,Cat,6,Female,7.63,16.68,Hyperthyroidism,,,29.9,125.3,1.48,Sedentary,1322.4,142,27,1
13826,Dog,14,Female,28.24,223.83,Pancreatitis,2208.7,26.2,12.4,267.6,,Moderate,1520.6,132,15,3
13827,Horse,16,Male,,113.36,Colic,2270.1,79.3,,258.4,1.71,Active,,103,,1
13828,Rabbit,15,Female,,230.24,Pasteurellosis,,95.6,137.5,60.1,,Moderate,1794.6,,25,2
13829,Dog,15,Female,24.38,123.34,Lyme Disease,2040.1,147,92.7,152.1,4.25,Moderate,,126,13,4
13830,Cow,16,Male,659.25,221.04,Johnes,1593.7,146.5,101,59.1,1.62,Moderate,1320.1,137,,3
13831,Sheep,10,Male,84.15,195.9,Scrapie,1341.4,,20.5,49.7,0.58,Active,1514,,10,3
13832,Sheep,19,Female,83.39,287.46,Enterotoxemia,747,26.3,,257.8,0.59,Active,1661.9,63,11,4
13833,Horse,2,Male,607.21,251.64,Colic,2045.9,139.2,136.6,69.1,3.55,Sedentary,1443.1,,11,2
13834,Horse,19,Female,493.43,186.38,EMS,2227.2,71.5,84.8,34.9,3.23,Sedentary,524.4,97,13,2
13835,Cat,15,Male,30.98,88.25,Dental Disease,1878.7,21.8,49.2,127.7,2.92,Sedentary,432.3,80,20,1
13836,Rabbit,13,Male,23.68,91.9,Uterine Tumors,834.7,108.1,,63.2,1.53,Sedentary,674.9,79,17,2
13837,Cow,11,Female,405.87,163.1,Milk Fever,363.3,110.3,32.3,288.7,,Active,1755,139,,1
13838,Cat,12,Male,27.97,166.8,FLUTD,1301.7,24.7,85.7,192,4.09,Sedentary,507.1,84,28,3
13839,Cat,16,Female,,40.58,Chronic Kidney Disease,817.1,18.8,118.5,91,3.49,Sedentary,1461.7,106,28,2
13840,Cow,3,Female,471.55,206.87,Bloat,987.2,144.2,42.7,255.4,1.96,Sedentary,1573.7,98,,3
13841,Dog,11,Male,31.52,212.21,Canine Distemper,,103.8,175.9,140.6,3.84,Moderate,1318.1,64,21,4
13842,Horse,16,Female,630.26,212.1,Strangles,685.2,46.7,76.7,,1.09,Active,381.7,121,11,2
13843,Dog,6,Male,37.1,329.21,Allergies,2464.5,81.9,16,64,1.44,Sedentary,1601.1,64,21,2
13844,Cat,6,Male,32.24,165.17,FeLV,2167.9,100.1,23.6,45.9,,Sedentary,924.8,99,18,3
13845,Rabbit,2,Female,30.6,156.77,Pasteurellosis,,76.5,156.3,,0.74,Active,1269.5,156,,4
13846,Cow,18,Female,638.34,219.05,Milk Fever,,,198,194,4.96,Sedentary,1749,,20,4
13847,Sheep,3,Female,55.88,161.07,Enterotoxemia,257.7,19.5,15.7,30.6,4.22,Active,1417.4,146,29,3
13848,Dog,5,Male,5.29,18.43,Pancreatitis,2114.8,124.7,52.9,,2.19,Active,1694.7,144,16,4
13849,Horse,18,Male,598.78,204.46,Equine Influenza,647.9,94.8,156.8,111.4,3.67,Active,,157,11,1
13850,Horse,2,Male,626.72,284.47,Colic,1278.5,15.5,,,2.93,Moderate,,142,23,3
13851,Dog,12,Male,15.19,84.97,Lyme Disease,933.1,127.1,162.5,27.2,1.49,Moderate,1143.3,150,17,1
13852,Cat,5,Female,27.6,68.99,Hyperthyroidism,1529.7,79,143.3,,3.15,Sedentary,,125,18,2
13853,Cat,20,Male,23.78,48.59,FLUTD,1226.6,72.8,95.6,,3.34,Moderate,1210.8,,12,3
13854,Dog,11,Male,34.55,126.8,Pancreatitis,281.8,14.5,,56.1,2.55,Moderate,1648.1,70,28,3
13855,Cat,19,Male,16.37,113.49,Chronic Kidney Disease,,138.5,,185.4,3.99,Moderate,929,140,15,1
13856,Dog,7,Male,,59.09,Canine Distemper,1307.7,29.9,65.2,85.2,1.25,Sedentary,,76,28,2
13857,Cat,15,Female,,,FLUTD,683,99.2,,,3.88,Moderate,1541.5,85,13,3
13858,Horse,4,Female,796.96,398.32,EHV,1569.5,28.3,185.9,145.1,0.55,Sedentary,642.6,119,11,1
13859,Sheep,8,Female,44.2,170.74,Scrapie,621.9,110.4,12.7,197.3,2.85,Active,1473.4,89,,1
13860,Dog,7,Female,9.62,60.98,Pancreatitis,,99.1,167.1,159.6,3.64,Sedentary,,100,25,1
13861,Dog,1,Female,35.88,174.38,Allergies,1188.8,20.2,104.8,146.5,3.89,Moderate,777.9,102,29,2
13862,Rabbit,12,Male,36.52,133.36,RHD,1429.5,35.3,109.2,90.8,,Moderate,332.6,78,20,3
13863,Cat,3,Male,17.89,143.49,FIV,1519.6,,134.4,,4.59,Moderate,1749.7,110,27,4
13864,Cat,8,Male,24.21,75.57,Chronic Kidney Disease,295.5,135.1,185.9,234.5,1.94,Active,1676.4,121,12,2
13865,Cow,1,Male,507.9,235.36,Bloat,1665.8,61.6,180.9,122.8,1.02,Sedentary,835.1,110,,2
13866,Cat,14,Male,20.98,43.81,FLUTD,889,73.3,136.2,,,Sedentary,804.9,140,12,2
13867,Sheep,13,Female,90.26,315.7,Enterotoxemia,,48.8,126,291.4,0.59,Sedentary,538,110,16,3
13868,Sheep,5,Female,102.73,235.19,Foot Rot,,145.7,40.1,228.7,3.15,Sedentary,443.4,,25,2
13869,Cow,2,Male,417.21,137.58,Mastitis,617.2,54.8,14.8,185.6,2.13,Active,,,10,2
13870,Cow,9,Male,330.45,141.46,Mastitis,978,21.3,,,,Sedentary,422.1,87,26,2
13871,Horse,18,Male,734.09,255.69,EMS,,43.3,,54.1,4.7,Sedentary,1649,60,14,3
13872,Sheep,8,Male,83.32,257.08,Foot Rot,2421.2,,119.8,65.9,,Sedentary,565.3,92,29,4
13873,Horse,13,Male,516.33,216.59,Colic,722.1,58.4,169.6,296.6,3.51,Moderate,362.6,141,25,1
13874,Cat,7,Female,10.93,,FIV,2216.1,77.2,177.3,159.2,1.68,Active,1055,91,27,4
13875,Cow,6,Female,769.04,,Foot-and-Mouth,1585.9,102.2,132.3,,0.65,Sedentary,1022.3,100,23,4
13876,Horse,20,Male,354.97,175.25,PPID,1188.4,53.8,31.1,257.8,3.07,Active,1470.8,104,,1
13877,Cat,8,Female,5.37,12.96,FIV,1536.5,74.9,,77.2,1.6,Active,1040,,15,3
13878,Cat,19,Male,38.62,93.85,FeLV,1505.2,124.9,84.7,131.7,,Active,605.9,120,23,1
13879,Cat,17,Female,24.02,168.64,Upper Respiratory Infections,1573,136.7,16,131.9,3.46,Sedentary,,78,24,4
13880,Cow,16,Female,405.03,169.75,Bloat,,114.6,197.7,121,,Sedentary,880,99,26,4
13881,Horse,19,Male,535.11,220.68,EHV,2235.8,29.5,65.3,218,1.01,Sedentary,792.4,127,22,4
13882,Horse,12,Female,499.58,155.66,EHV,,102,107.7,208.8,0.55,Active,1633.7,126,10,2
13883,Horse,15,Female,489.49,231.18,EMS,2449,138.3,164.3,,3.22,Sedentary,,116,21,3
13884,Cow,19,Female,346.04,114.61,Milk Fever,2118.4,115.7,,81.7,2.86,Sedentary,996.9,98,26,4
13885,Dog,14,Male,11.5,54.14,Pancreatitis,1034.3,22.7,,,1.38,Active,440.8,124,29,1
13886,Cow,12,Female,364.5,124.68,Milk Fever,931.3,97,39.7,252.9,,Active,735.6,112,10,3
13887,Cat,5,Female,36.01,97.38,FIV,1273.4,47.1,,219.6,2.06,Active,1215.3,72,,4
13888,Cat,8,Male,,102.92,FLUTD,337.5,146.3,,232.4,1.32,Moderate,611.2,146,,4
13889,Cow,6,Male,538.2,201.45,Milk Fever,1104.6,71.4,,74.8,,Sedentary,1122.9,,12,1
13890,Sheep,10,Female,51.27,,Scrapie,,30.7,104.2,136.5,2,Moderate,562.6,64,15,1
13891,Horse,6,Male,517.32,239.47,Strangles,595.7,61.3,49,,3.34,Active,1787.9,,24,4
13892,Rabbit,1,Female,22.79,72.88,RHD,921.9,47.9,61.7,192.1,3.22,Moderate,1123.8,,21,2
13893,Dog,16,Female,13.62,28.58,Hip Dysplasia,1680.1,125.6,152.7,257.5,3.96,Active,853.6,91,11,4
13894,Cow,13,Male,767.33,264.89,Mastitis,2440.4,99.6,158.7,252,3.48,Active,827.4,69,25,1
13895,Sheep,1,Female,,274.57,Parasites,571.8,48.3,66.5,188.6,,Active,1412.4,119,25,1
13896,Cat,1,Female,19.11,55.52,FeLV,428.1,121.3,16.6,103.2,2.15,Moderate,753.5,147,17,1
13897,Dog,16,Female,18.53,62.27,Lyme Disease,2327.3,31.4,,176.3,3.3,Active,1213.7,145,15,4
13898,Sheep,2,Female,109.8,270.09,Scrapie,1343,39,137.1,,4.65,Moderate,1475.3,137,13,1
13899,Dog,18,Female,27.68,93.29,Canine Distemper,,24.1,182.2,58.2,2.33,Active,673.5,,27,3
13900,Rabbit,5,Male,14.89,76.53,Uterine Tumors,,92.7,149.1,187.1,2.53,Active,1224,154,16,3
13901,Cow,6,Female,,130.27,BRD,950.9,16.3,38.4,147.5,4.85,Active,497.1,112,15,4
13902,Rabbit,16,Male,7.48,40.42,RHD,1361.4,108.4,,,4.24,Active,715.4,75,15,1
13903,Horse,14,Male,376.99,121.94,PPID,,,66.7,109.2,3.77,Active,1690.6,,12,3
13904,Horse,13,Female,408.18,207.87,Laminitis,,101.8,143.1,96.4,4.68,Active,,124,11,1
13905,Cow,11,Male,324.49,111.77,Mastitis,1595.5,96.4,194.2,69.2,3.25,Sedentary,806.2,155,22,3
13906,Dog,4,Female,5.36,12.95,Heartworm,2397.3,,33,27.9,4.26,Moderate,1371.1,73,19,3
13907,Dog,8,Male,28.22,209.41,Hip Dysplasia,1803.9,16.3,64,140.5,2.1,Moderate,1267,109,21,4
13908,Dog,8,Male,15.62,40.58,Canine Distemper,553.4,15.7,116.4,72.8,1.11,Active,300.2,74,25,1
13909,Horse,3,Female,443.89,,Laminitis,1401.8,30.3,42.9,185.9,3.47,Active,955.7,71,29,1
13910,Cat,6,Female,36.44,198.74,FIV,554.7,85.5,82.1,158.4,2.66,Moderate,1339.6,,22,2
13911,Dog,1,Female,18.51,44.95,Heartworm,2180,,164.1,250.7,4.06,Active,1452.1,81,24,3
13912,Horse,6,Female,565.4,234.76,PPID,960.5,53.7,72.1,183.3,,Sedentary,1685.5,63,27,4
13913,Sheep,12,Male,86.18,212.25,Caseous Lymphadenitis,1206,18.2,,29.6,4.35,Moderate,620.1,149,,2
13914,Sheep,7,Male,94.6,320.37,Enterotoxemia,,110,70.3,150.1,4.92,Active,,89,29,3
13915,Sheep,9,Male,85.9,200.53,Enterotoxemia,808.6,33.1,,29.8,3.25,Active,532.9,126,29,3
13916,Rabbit,1,Female,17.44,144.76,RHD,1257.7,109.9,61.6,,4.61,Sedentary,764.9,143,26,4
13917,Sheep,10,Female,119.25,,Pregnancy Toxemia,,33.6,125.1,183.4,2.42,Active,584.8,135,21,3
13918,Rabbit,19,Male,39.35,203.16,Pasteurellosis,352.2,26,163.2,235.4,2.92,Active,,60,17,1
13919,Rabbit,10,Male,6.17,25.98,Dental Disease,838.4,127,38.3,202.5,,Sedentary,1664.1,125,27,1
13920,Cat,3,Male,39.58,110.83,FLUTD,454.4,98.2,168.2,197.1,1.44,Active,1239.9,60,28,1
13921,Horse,13,Female,439,167.17,EHV,1913.6,19.6,87.1,288.9,,Moderate,1235.3,84,14,1
13922,Dog,3,Male,21.99,93.91,Heartworm,537.7,21.9,144.3,97.5,4.2,Moderate,1743.2,60,17,4
13923,Sheep,17,Female,79.16,181.56,Foot Rot,2405.2,38.8,,,1.48,Moderate,443.9,92,17,2
13924,Horse,15,Male,733.22,227.92,Strangles,1075.1,91.8,186.7,133.8,,Moderate,1678.7,82,21,2
13925,Cow,1,Female,654.38,220.07,Ketosis,1417.1,135.1,,156.5,,Active,853,,21,1
13926,Horse,17,Female,444.31,,Equine Influenza,711.9,147.7,197.7,,0.5,Sedentary,1351.1,149,29,2
13927,Cat,17,Male,,119.03,Chronic Kidney Disease,,47.1,112.1,235.6,0.83,Sedentary,928.6,,15,2
13928,Horse,4,Male,352.11,128.58,EHV,749.6,106.4,155.5,29.7,3.26,Sedentary,389.1,124,25,2
13929,Cat,16,Male,37.1,117.67,Dental Disease,1304.1,129.6,85.7,81.5,,Moderate,1477.3,103,13,3
13930,Dog,3,Male,6.5,14.73,Heartworm,2421.4,38.2,68.8,142.8,3.2,Moderate,653.4,139,27,1
13931,Cow,11,Male,617.71,292.59,Milk Fever,1287.1,75.9,,,2.48,Moderate,,142,20,3
13932,Dog,16,Female,17.41,58.38,Parvovirus,1358.3,140.8,37.7,24.3,1.67,Moderate,1043.4,107,26,3
13933,Cow,18,Female,660.78,281.06,Foot-and-Mouth,2185.7,71.3,181.7,100.1,3.67,Sedentary,909.3,153,25,3
13934,Dog,5,Female,39.69,194.36,Heartworm,2251.8,,179.6,160.3,4.24,Sedentary,1447.8,64,14,4
13935,Rabbit,20,Female,39.91,419.89,Uterine Tumors,1821.8,72.6,192.8,136.5,1.49,Active,535.4,126,25,2
13936,Cow,7,Female,765,341.23,Foot-and-Mouth,,88.5,78.9,52,,Active,1244.5,112,15,3
13937,Horse,14,Female,305.72,103.08,EMS,1864.8,,50.1,246.5,3.73,Sedentary,1544.9,140,15,3
13938,Cat,11,Female,22.24,56.23,Dental Disease,1917.1,19.8,,178.4,3.03,Moderate,793.4,,23,3
13939,Rabbit,13,Female,23.13,136.86,Pasteurellosis,1017,41.4,,240.9,2.86,Sedentary,1566.8,100,11,3
13940,Cat,5,Female,32.18,113.19,Upper Respiratory Infections,1665.9,78.9,12.7,79.4,1.11,Sedentary,466.2,98,26,1
13941,Sheep,1,Male,98.12,316.6,Scrapie,821.9,43.3,104.1,,3.27,Moderate,818.9,135,24,3
13942,Cow,15,Female,561.29,,Johnes,950.1,87.9,9.7,,1.16,Sedentary,300.3,138,12,3
13943,Sheep,12,Female,50.92,108.14,Enterotoxemia,1023.4,31.3,160.9,86.8,4.23,Moderate,1025.6,100,,2
13944,Sheep,1,Female,,102.22,Foot Rot,2199.7,115.6,,,2.14,Sedentary,953.2,120,11,1
13945,Horse,9,Male,708.7,265.83,PPID,2337.3,92.2,,,2.4,Moderate,,,13,1
13946,Cat,16,Female,10.87,31.29,FLUTD,1860.6,66,14.9,287.8,1.9,Active,839.1,,17,1
13947,Dog,18,Female,,45.2,Parvovirus,,114.5,121.4,271.1,2.41,Sedentary,1295.1,105,14,1
13948,Horse,13,Female,564.07,279.43,EHV,1813.7,127.2,99,280.9,1.14,Moderate,602.2,63,21,3
13949,Rabbit,8,Female,35.08,81.59,Pasteurellosis,788.1,146.3,169.1,,0.66,Active,1072.7,139,24,4
13950,Sheep,2,Male,116.29,417.45,Caseous Lymphadenitis,528.1,136.6,184.4,126.6,0.6,Moderate,653.5,113,22,2
13951,Rabbit,6,Male,38.53,222.97,Pasteurellosis,1374.1,144.5,105.7,212.2,0.54,Active,1729.6,142,,2
13952,Dog,13,Male,36.2,158.57,Lyme Disease,2276.3,110.6,62.3,61.5,,Active,610.1,118,24,2
13953,Rabbit,9,Female,27.06,78.4,Uterine Tumors,1050.2,29.7,41.1,163.9,2.9,Active,385.5,159,18,1
13954,Sheep,19,Male,103.97,272.76,Pregnancy Toxemia,1677.8,12.1,,53.5,,Sedentary,431.9,152,11,3
13955,Dog,17,Male,33.42,,Allergies,1925,73.1,90.2,213,3.15,Active,908.1,148,,2
13956,Horse,20,Male,352.98,121.81,Laminitis,2150,108.1,101.4,57.8,3.76,Sedentary,589.5,128,19,2
13957,Dog,19,Male,11.7,34.27,Parvovirus,295.9,,46.5,265.5,2.27,Moderate,1737.9,87,22,2
13958,Cow,17,Male,658.66,265.15,Johnes,1360.3,108.7,19.1,,0.77,Sedentary,1732.9,,17,2
13959,Cow,10,Female,399.02,143.42,Foot-and-Mouth,2264.2,,149.3,127,1.27,Moderate,479.1,88,10,2
13960,Rabbit,11,Female,37.57,258.14,Pasteurellosis,,,,,3.31,Sedentary,961.8,,25,1
13961,Rabbit,15,Female,,,Pasteurellosis,,,176.8,,,Sedentary,1136,67,19,4
13962,Sheep,8,Female,113.03,314.5,Caseous Lymphadenitis,1054.5,108.7,159,216.6,,Active,1211.9,79,11,3
13963,Cow,19,Female,457.7,171.89,Mastitis,,102.6,22.8,192.6,1.6,Active,712.5,118,28,1
13964,Rabbit,18,Female,,81.81,Dental Disease,2446.7,71.1,130,48.1,1.66,Moderate,1712.3,88,19,1
13965,Dog,18,Female,28.46,232.46,Pancreatitis,1495.6,38.3,180.9,126.6,4.5,Moderate,1776.4,80,11,4
13966,Dog,3,Female,24.93,92.52,Hip Dysplasia,2340.9,115.2,134.2,212.3,4.94,Sedentary,,154,29,4
13967,Sheep,20,Female,99.64,,Pregnancy Toxemia,2351.3,102.2,,36.4,,Moderate,,61,22,1
13968,Dog,8,Female,13.34,30,Hip Dysplasia,,20,180.9,292.9,1.9,Moderate,1186.1,97,14,2
13969,Cat,18,Male,27.15,150.17,Upper Respiratory Infections,1223.4,,117.3,,2.39,Sedentary,1499.3,76,22,2
13970,Horse,11,Female,516.27,230.65,PPID,1879.8,92.5,188.5,,1.74,Active,1610.2,79,,1
13971,Sheep,4,Male,103.69,366.78,Foot Rot,2313.9,137.8,148.3,20,,Moderate,1562,,26,3
13972,Sheep,8,Female,49.8,171.99,Foot Rot,,119.7,39.7,,,Active,1024,113,16,3
13973,Cat,3,Male,29.05,62.94,Upper Respiratory Infections,1497.1,18.5,19.4,26.8,3.75,Active,1357.8,152,,3
13974,Sheep,19,Female,96.14,207.06,Enterotoxemia,2229.6,131,171.4,33.1,,Active,1511.3,115,16,4
13975,Cat,5,Female,15.63,81.44,FIV,2133.2,56.9,127.2,181.5,2.08,Moderate,354.6,69,13,1
13976,Horse,19,Male,604.61,261.69,Strangles,496.8,135.5,149.2,143.3,,Moderate,,63,23,2
13977,Rabbit,6,Female,12.73,29.79,Myxomatosis,,63.5,13.7,290.4,3.02,Active,,,20,2
13978,Dog,10,Female,28.07,66.62,Hip Dysplasia,,131.8,17.4,,1.39,Active,863.6,119,21,4
13979,Cow,9,Male,348.11,110.49,Johnes,1959.4,44.4,178.5,,4.08,Active,512.9,139,10,1
13980,Cat,14,Female,33.73,153.15,Chronic Kidney Disease,,,46,67.1,2.53,Active,,129,29,4
13981,Cat,13,Female,33.94,120.1,FIV,1413.8,92.3,,52.3,1.44,Active,889.2,125,22,2
13982,Cow,9,Female,549.78,237.21,Bloat,2466.9,79.3,16.5,141.5,0.76,Moderate,393.7,63,,4
13983,Cat,2,Male,30.87,158.01,FeLV,1082,,,242.5,2.24,Active,,136,11,1
13984,Sheep,18,Female,64.9,145.88,Pregnancy Toxemia,710.8,30.3,176.2,35.6,2.15,Active,497.1,99,25,1
13985,Dog,10,Female,20.13,166.51,Lyme Disease,1760.7,134.1,,239,2.9,Sedentary,874.2,87,23,2
13986,Cow,8,Female,332.69,131.7,Bloat,602.3,81.4,,187.9,1.53,Sedentary,1052.6,156,14,4
13987,Dog,13,Male,12.16,27.35,Allergies,429.9,126.6,78,,1.98,Active,1324.2,139,12,2
13988,Sheep,15,Male,54.22,178.01,Scrapie,,81.4,10.5,,2.61,Active,365.7,121,23,3
13989,Rabbit,1,Male,,103.03,Dental Disease,2222.1,79.6,,99.7,1.77,Active,,145,,4
13990,Sheep,14,Female,41.57,117.18,Scrapie,1967.5,21.3,104.9,254,,Active,1060.3,,15,3
13991,Cow,2,Female,527.96,177.02,Bloat,240.1,16,137.5,,3.11,Moderate,1105.6,69,23,1
13992,Rabbit,15,Male,9.68,45.31,Myxomatosis,676.5,73.9,188.8,135.9,4.73,Moderate,1226.3,94,26,2
13993,Cow,16,Male,671.55,244.53,Ketosis,2022.3,19.7,54.1,96.3,1.56,Active,,137,17,2
13994,Cow,18,Female,373.68,127.51,Mastitis,2056,,45.5,193.4,2.98,Active,,60,22,2
13995,Dog,2,Female,18.75,49.77,Heartworm,1315.3,46.3,85,186,3.74,Moderate,733.2,92,24,3
13996,Sheep,11,Female,50.09,132.18,Pregnancy Toxemia,2127.6,100.3,118.8,190.8,2.65,Sedentary,1418.2,128,10,3
13997,Horse,4,Male,554.21,180.16,PPID,2165.1,63.7,173.2,104.5,4.79,Sedentary,1467.3,102,18,1
13998,Rabbit,12,Female,33.9,75.74,Uterine Tumors,2073.3,54.9,118.7,27.8,2.41,Active,1603,96,14,2
13999,Cow,15,Female,390.24,144.58,Foot-and-Mouth,,145.9,164,28.3,,Sedentary,1500.2,73,27,3
14000,Horse,10,Male,752.27,344.46,EMS,2094.1,89.9,121.5,76.2,2.63,Sedentary,834.7,74,26,1
14001,Rabbit,16,Male,,196.44,RHD,467.6,26.8,156.3,232.1,2.59,Sedentary,1034.2,60,27,4
14002,Rabbit,6,Female,,20.52,Uterine Tumors,1395,126.4,163,198.8,4.25,Sedentary,,68,17,3
14003,Rabbit,6,Male,25.55,105,Myxomatosis,,,199.3,249,4.13,Active,,73,21,1
14004,Horse,8,Female,464.88,172.78,PPID,328.6,140.2,,35.4,3.54,Sedentary,756.8,81,17,3
